-0.050835,-0.32601,-0.29712,-0.051316,-0.13544,-0.44399,0.04656,0.035629
0.24826,0.25829,0.094049,-0.34915,0.14539,0.12817,0.21318,0.19435
-0.19384,-0.391,-0.096662,-0.11732,0.098176,-0.25247,-0.0074364,-0.46777
0.083809,-0.13565,-0.344,-0.318,0.027927,-0.18582,-0.45854,-0.036915
-0.14608,-0.00074383,-0.18483,-0.092962,0.13773,-0.16614,-0.035639,-0.21932
0.034351,-0.34483,-0.12329,0.045436,-0.10157,0.25909,0.23643,-0.00031101
-0.12029,0.072416,-0.11656,-0.15447,-0.077469,-0.22678,-0.28836,0.32824
0.019966,-0.094918,-0.099692,-0.19224,-0.088126,-0.069229,0.21521,0.023705
0.1873,0.028678,0.17265,-0.023769,0.33731,-0.077204,-0.13486,-0.10264
-2.3613,-1.85,-1.6386,-0.78683,-1.6983,-1.5814,-1.6413,-0.45631
0.30853,0.064732,0.1022,0.33013,0.15218,0.10753,-0.26091,0.26438
-0.47567,-0.083065,0.034253,-0.20487,0.07475,0.15123,0.032434,-0.06896
-0.33267,-0.23109,-0.24213,-0.34866,0.029915,-0.039371,0.056621,-0.051262
0.070012,0.31642,0.048212,0.27827,0.051422,0.2006,-0.043296,0.53643
-0.40756,-0.18494,0.2706,-0.43739,-0.0029723,0.15792,-0.021672,-0.1488
-0.097217,0.31536,0.35996,-0.12169,0.12388,0.43324,0.22476,0.38729
-0.14694,0.40284,-0.40779,0.19918,0.043299,-0.21626,-0.075129,-0.22161
-0.16537,-0.052422,0.23785,0.056468,0.089802,0.025275,-0.067018,-0.0032713
-0.11817,-0.43105,0.24245,0.037477,-0.20465,-0.16592,-0.14247,0.60177
-0.03004,-0.2158,-0.31107,0.51163,-0.055862,-0.29108,0.038825,0.1551
0.23727,-0.11156,-0.48287,0.22824,0.31791,0.0021523,-0.18951,-0.20279
0.57246,0.21047,0.26101,0.69727,0.034534,0.084663,0.29977,0.0035456
0.63841,0.14606,0.11878,-0.54167,0.2945,0.36784,0.39305,-0.0056226
-0.20874,-0.23511,0.51011,0.36308,-0.12702,-0.032838,0.17887,0.48231
-0.23508,-0.53535,-0.31115,0.23897,-0.052015,0.092125,-0.17343,-0.15697
0.28889,0.064056,-0.37005,0.066536,-0.21604,-0.40108,-0.21178,0.57566
0.15168,-0.079433,0.11625,-0.22033,0.036685,0.1446,0.23617,-0.54488
-0.37947,-0.47617,-0.42061,-0.22243,0.010581,-0.25876,-0.063681,0.30075
-0.22449,-0.082964,-0.034391,-0.025264,-0.41788,-0.11703,-0.42318,-0.47955
0.13015,0.19387,0.11809,-0.10735,-0.057079,0.098804,-0.11661,0.35704
0.32282,0.1429,-0.48955,-0.33419,-0.048993,-0.04319,0.093754,1.3527
0.25962,0.40337,0.33693,-0.0013699,0.35717,0.022361,0.17296,0.17891
