-0.29712,-0.22895,-0.076947,0.049679,0.12702,-0.073232,-0.41355,NaN
0.094049,-0.034784,-0.021211,0.0077833,0.21062,-1.0317,0.076012,NaN
-0.096662,-0.12729,0.21271,0.56068,-0.18983,0.35774,0.099178,NaN
-0.344,0.027651,-0.72232,0.4014,0.17677,-0.48884,-0.01195,NaN
-0.18483,0.080556,-0.13988,-0.28696,-0.11784,0.045259,0.018657,NaN
-0.12329,-0.20923,-0.12234,0.42376,0.24263,-0.91278,0.050379,NaN
-0.11656,-0.0059048,-0.17521,-0.062149,-0.34725,0.39633,-0.03678,NaN
-0.099692,0.28478,0.12137,-0.17992,-0.32326,-0.062276,0.45022,NaN
0.17265,0.16529,-0.070866,-0.011294,0.081296,-0.02023,0.039699,NaN
-1.6386,-1.7044,-1.5721,0.74082,-1.776,-1.5492,-1.8194,NaN
0.1022,0.085196,-0.22464,0.49738,-0.066081,-0.2521,-0.0034032,NaN
0.034253,-0.11057,0.04269,-0.64175,-0.13377,0.11227,-0.45506,NaN
-0.24213,-0.073817,-0.4018,-0.20963,0.0010102,-0.10935,0.030772,NaN
0.048212,0.38466,0.21006,0.46279,0.13102,-0.39378,0.33461,NaN
0.2706,-0.22961,0.014288,-0.54787,0.41741,0.40369,0.15492,NaN
0.35996,-0.37431,0.41628,-0.2655,0.77473,0.4389,0.25854,NaN
-0.40779,-0.68299,0.017165,-0.6407,-0.079518,0.6223,-0.026736,NaN
0.23785,0.1026,0.071732,0.58672,0.19053,-0.16574,0.444,NaN
0.24245,0.24286,0.0069246,0.39402,0.044738,-0.32631,0.023157,NaN
-0.31107,0.43699,0.18107,0.5578,-0.40764,-0.23975,0.35519,NaN
-0.48287,0.22183,-0.15412,-1.2043,-0.046894,-0.017266,0.12143,NaN
0.26101,0.75333,0.14933,-0.24631,0.43964,0.29778,0.63859,NaN
0.11878,0.32482,-0.030493,-0.12298,0.069809,0.11186,0.47899,NaN
0.51011,-0.37957,0.29918,0.117,-0.33559,0.31884,0.12928,NaN
-0.31115,-0.45446,0.029479,0.055578,-0.29813,-0.1694,-0.49584,NaN
-0.37005,0.12394,-0.036147,-0.1278,0.23992,-0.082761,0.10562,NaN
0.11625,-0.028492,-0.061125,-0.60131,0.25527,-0.10445,0.09496,NaN
-0.42061,-0.0070165,0.083918,0.23,-0.01276,0.34998,0.038941,NaN
-0.034391,-0.023712,-0.12398,0.54733,-0.41956,-0.76913,0.29463,NaN
0.11809,0.069105,-0.10077,0.058319,-0.012923,-0.23468,-0.26588,NaN
-0.48955,0.2179,-0.0054142,-0.05789,0.058339,0.67862,0.38046,NaN
0.33693,0.1408,0.3371,0.013043,0.29482,-0.045812,0.62235,NaN
-0.13387,-0.57036,-0.25612,-0.2328,0.0023498,0.54608,-0.59168,NaN
0.34924,0.029765,0.44388,-0.22068,0.59658,0.093188,-0.078978,NaN
-0.837,-1.411,-0.68922,0.26341,-0.91161,-1.1671,-0.73648,NaN
0.56691,0.30392,0.1802,0.032717,-0.045339,0.12933,-0.35297,NaN
-0.5367,-0.32529,0.34898,0.004445,-0.077606,0.64955,0.28352,NaN
0.38559,-0.0080733,-0.052284,-0.12632,0.22223,-0.024489,0.015642,NaN
-0.28975,-0.00078002,-0.26226,-0.28013,-0.35978,-0.42907,0.32185,NaN
0.6247,-0.29615,-0.47109,0.0025361,-0.0032221,0.094548,-0.48605,NaN
0.48489,0.12719,0.21647,-0.018499,0.29559,-0.067207,0.34692,NaN
0.36357,-0.55625,-0.4002,-0.033972,-0.073903,0.17149,-0.32622,NaN
0.35868,0.10938,-0.049986,0.62322,0.153,0.2105,0.044616,NaN
0.089597,-0.45288,0.011376,0.54419,0.20277,0.70946,0.060191,NaN
-0.05536,0.21887,0.54994,-0.32001,-0.15795,0.16701,0.15091,NaN
0.11218,-0.14853,-0.22791,-0.36918,0.56312,0.4269,-0.17905,NaN
0.25683,0.68807,0.095873,-0.2166,0.61164,-0.23955,0.34739,NaN
-0.076713,-0.16452,0.47693,-0.68387,0.17862,-0.51018,-0.096069,NaN
-0.19422,0.085404,-0.056727,-0.40568,-0.54543,-0.19227,-0.2183,NaN
-0.18243,-0.056371,-0.17895,-0.11556,0.012465,-0.1416,0.1423,NaN
-0.32841,0.26306,0.11756,0.12258,-0.048702,-0.40651,0.050606,NaN
0.064014,-0.28637,0.14662,-0.34037,0.14993,0.18317,-0.26675,NaN
0.051971,-0.21954,0.048948,-0.45301,-0.10606,-0.12327,0.25075,NaN
0.20494,-0.28431,0.13587,0.1406,-0.23837,0.096913,-0.37323,NaN
0.099948,-0.42615,-0.093821,0.029844,0.21249,0.31784,-0.10344,NaN
-0.2716,0.39002,0.45968,-0.28382,0.14609,0.41749,0.66217,NaN
-0.46416,0.24332,-0.32062,0.32572,-0.38941,-0.82652,0.25142,NaN
0.10966,0.1598,0.29911,-0.10034,0.21154,0.82369,0.18072,NaN
0.38606,0.19574,0.20656,0.18184,0.0063223,0.069162,0.24148,NaN
-0.38436,-0.28341,-0.18503,-0.62393,-0.49875,-0.068547,-0.090536,NaN
-0.38772,0.45825,-0.2769,0.65401,0.4614,-0.25,-0.15383,NaN
0.28296,-0.39097,-0.022545,-0.054801,-0.48279,0.25313,0.11251,NaN
0.62533,0.047633,0.70698,-0.28323,0.14693,0.36075,0.35815,NaN
-0.21405,-0.07458,-0.23815,-0.03732,-0.21723,-0.18387,0.0069288,NaN
-0.3754,0.23188,0.16437,-0.96816,0.13918,0.24635,0.15807,NaN
-0.57913,-0.45534,-0.55044,0.12979,-0.72538,-0.5043,-0.29615,NaN
-0.1251,-0.039385,-0.0010615,0.016738,0.062883,-0.20106,0.2475,NaN
-0.17104,-0.23479,0.12266,0.55868,0.36373,-0.24283,0.69074,NaN
0.43539,-0.025751,0.11898,0.16162,-0.026048,-0.63843,-0.38138,NaN
-0.18758,0.0065727,0.23985,0.18989,0.28178,-0.20792,0.18338,NaN
0.017773,-0.28936,0.29815,0.20804,0.032713,0.20701,0.16673,NaN
0.35395,-0.156,0.013207,0.17506,0.76069,0.050937,-0.40415,NaN
0.30074,-0.19045,0.16316,0.26741,-0.14852,-0.032355,-0.14006,NaN
-0.19863,0.61414,-0.61334,-0.46409,-0.2078,-0.004937,-0.019504,NaN
-0.37743,-0.28463,-0.37051,0.39876,-0.049172,-0.13448,0.27585,NaN
0.11643,-0.2023,0.19444,-0.55672,0.36036,-0.09622,-0.30394,NaN
-0.18239,0.10309,-0.13621,-0.65226,0.22878,0.30485,0.41274,NaN
0.021961,-0.067526,-0.30426,-0.021419,0.23048,0.70373,0.37493,NaN
-0.37256,-0.075065,-0.37715,-0.3938,-0.048684,-0.31477,0.29375,NaN
0.023748,-0.25382,0.065299,0.19355,-0.042746,-0.038497,-0.18186,NaN
-0.096721,-0.15461,-0.15995,0.63465,-0.3791,-0.63998,-0.15983,NaN
0.1289,-0.078348,-0.56516,-0.19484,-0.65305,-0.044293,-0.46293,NaN
-0.064794,0.71122,0.074696,0.021332,-0.040527,0.036743,0.0211,NaN
-0.23133,-0.13956,0.40184,0.13546,0.012467,0.16339,0.45951,NaN
0.45646,-0.38918,0.19328,-0.15995,-0.32755,0.47299,-0.2678,NaN
0.14918,0.11535,0.041802,0.03009,-0.00079343,-0.0174,-0.033335,NaN
-0.039145,0.31187,0.20572,0.75839,-0.22478,-0.15223,-0.061946,NaN
0.39048,0.091138,0.28971,-0.45779,0.23896,-0.060156,-0.29213,NaN
-0.113,0.1373,0.34783,0.20309,0.088743,-0.13611,0.45862,NaN
-0.031962,0.22437,0.33873,0.42367,0.10207,0.059867,0.52673,NaN
0.036758,0.15586,-0.10052,0.11706,-0.15424,-0.60897,-0.54942,NaN
0.24962,0.61462,-0.16397,-0.36341,-0.17244,0.017858,0.12075,NaN
-0.11699,-0.33095,-0.15236,0.38555,-0.076399,0.088354,-0.31527,NaN
-0.57764,-0.23551,-0.086815,-0.1547,-0.16733,-0.44259,-0.0694,NaN
0.57354,0.0087961,0.36522,0.36541,-0.27149,0.27353,0.72248,NaN
-0.14273,-0.36439,0.14969,-0.095356,-0.089487,-0.00094536,0.13919,NaN
