-0.050835,-0.19563,-0.038226,-0.11205,-0.44399,0.77548,-0.24132,0.071718,-0.16584,-0.39185,0.038466,-0.050835,-0.23589,-0.47559,-0.44399,0.04656,-0.37515,-0.53851,NaN
0.24826,0.48127,0.23505,0.12855,0.12817,-0.64177,0.12063,0.37831,-0.38162,0.043,-0.039792,0.24826,0.3831,0.073264,0.12817,0.21318,-0.10781,0.23302,NaN
-0.19384,-0.2467,0.0094661,-0.12239,-0.25247,-0.47688,0.1919,-0.33852,-0.17412,0.27271,0.082747,-0.19384,0.10834,0.17778,-0.25247,-0.0074364,0.285,-0.12842,NaN
0.083809,0.12751,0.025627,0.15293,-0.18582,0.080816,-0.26692,0.64762,0.12379,0.17471,-0.38923,0.083809,-0.063118,-0.095384,-0.18582,-0.45854,0.23141,-0.038917,NaN
-0.14608,0.30997,0.21927,-0.015456,-0.16614,-0.24064,0.061076,-0.011382,0.034991,0.20905,-0.21431,-0.14608,0.031596,0.073815,-0.16614,-0.035639,-0.4278,-0.3653,NaN
0.034351,-0.057585,-0.1228,0.11512,0.25909,-0.086307,-0.022878,0.36848,-0.22852,0.051858,0.1702,0.034351,0.47919,-0.010946,0.25909,0.23643,0.10245,0.17355,NaN
-0.12029,0.1966,0.021548,-0.10654,-0.22678,0.48362,0.58017,0.21924,-0.016701,-0.12289,-0.025657,-0.12029,-0.022569,0.065503,-0.22678,-0.28836,0.18947,-0.21839,NaN
0.019966,0.24947,0.2266,-0.051225,-0.069229,-0.089968,-0.22533,0.076145,-0.11024,0.008688,0.09578,0.019966,0.76709,0.10853,-0.069229,0.21521,-0.18021,-0.017454,NaN
0.1873,0.14405,-0.079568,0.17788,-0.077204,-0.10192,-0.20644,0.94681,0.16443,0.33401,0.2386,0.1873,0.25337,0.11385,-0.077204,-0.13486,-0.0093505,0.17311,NaN
-2.3613,-2.1063,-2.2302,-1.5872,-1.5814,0.59921,-1.6361,0.69434,-1.2862,-1.8216,-1.6342,-2.3613,-1.7607,-1.7958,-1.5814,-1.6413,-1.4975,-1.8265,NaN
0.30853,0.30094,0.43005,0.383,0.10753,0.064781,0.27715,0.11693,0.049514,0.36373,0.14332,0.30853,0.22193,0.2157,0.10753,-0.26091,-0.36557,0.01873,NaN
-0.47567,-0.11903,-0.32179,-0.48755,0.15123,-0.25294,0.15026,0.6727,-0.072429,-0.30264,-0.037958,-0.47567,-0.29095,-0.045265,0.15123,0.032434,0.3238,0.03867,NaN
-0.33267,-0.27087,0.032558,-0.14278,-0.039371,0.1867,-0.31691,-0.24044,-0.26655,0.098835,-0.019583,-0.33267,-0.074502,0.0040254,-0.039371,0.056621,-0.23829,-0.15751,NaN
0.070012,0.26418,0.2462,0.18755,0.2006,-0.65895,0.38411,0.067821,0.1063,0.19405,0.38494,0.070012,0.35412,0.12075,0.2006,-0.043296,0.14526,-0.013117,NaN
-0.40756,-0.028135,-0.23608,-0.18177,0.15792,0.45324,0.032003,-0.39712,-0.09306,0.4596,0.097319,-0.40756,0.15508,0.26377,0.15792,-0.021672,-0.14604,0.030193,NaN
-0.097217,-0.0096218,0.067473,-0.040704,0.43324,-0.32623,-0.12901,-0.16063,-0.14121,-0.050189,0.29697,-0.097217,-0.15028,-0.12352,0.43324,0.22476,-0.072248,0.31837,NaN
-0.14694,-0.063701,-0.13148,-0.056613,-0.21626,0.23914,-0.053065,0.47263,0.23551,-0.4335,-0.34523,-0.14694,-0.53825,-0.43473,-0.21626,-0.075129,0.40666,-0.085688,NaN
-0.16537,-0.036602,0.17361,0.04727,0.025275,0.079518,-0.0055874,-0.07363,-0.22527,-0.13441,0.11742,-0.16537,-0.00541,0.12825,0.025275,-0.067018,0.33721,0.1319,NaN
-0.11817,-0.39539,-0.26223,-0.20429,-0.16592,0.31904,0.10467,0.37066,-0.13597,0.40975,-0.024189,-0.11817,0.1447,0.037126,-0.16592,-0.14247,-0.80115,-0.077303,NaN
-0.03004,-0.19931,-0.37813,0.0070156,-0.29108,-0.072363,-0.42931,-0.73218,-0.099294,-0.085891,0.16013,-0.03004,-0.28432,-0.17849,-0.29108,0.038825,0.030134,-0.30969,NaN
0.23727,-0.13172,-0.20813,0.025514,0.0021523,-0.087219,-0.23605,-0.20943,-0.056286,0.18085,0.09824,0.23727,-0.11001,0.26233,0.0021523,-0.18951,0.19247,-0.028409,NaN
0.57246,0.41708,0.43877,0.38206,0.084663,-0.11485,0.26159,0.092766,-0.091265,0.58547,0.12811,0.57246,0.32802,0.545,0.084663,0.29977,-0.14048,0.28253,NaN
0.63841,0.38747,0.11421,0.67416,0.36784,-0.46935,0.070261,0.049918,0.24674,0.54531,-0.17482,0.63841,0.43443,0.58349,0.36784,0.39305,0.13962,0.34661,NaN
-0.20874,-0.24867,-0.11536,-0.41632,-0.032838,-0.10834,0.046544,0.30951,-0.089661,0.23683,0.20976,-0.20874,0.35099,0.083708,-0.032838,0.17887,-0.32547,0.1348,NaN
-0.23508,-0.40963,-0.4123,-0.18733,0.092125,0.0841,-0.2076,0.2807,-0.12021,-0.56508,-0.22362,-0.23508,-0.12815,-0.41678,0.092125,-0.17343,-0.51668,-0.30053,NaN
