-0.24005,-0.32601,-0.025179,0.39195,-0.18559,0.46599,-0.25756,-0.32099,-0.24132,0.39501,NaN,NaN
0.15426,0.25829,0.07837,-0.26052,-0.41772,0.45459,-0.057132,-0.26262,0.12063,0.11127,NaN,NaN
-0.17838,-0.391,-0.17637,0.27742,-0.019296,-0.0069475,-0.6719,-0.26775,0.1919,-0.10647,NaN,NaN
0.20981,-0.13565,-0.12285,-0.34144,-0.065099,-0.47173,-0.38082,-0.86063,-0.26692,0.016105,NaN,NaN
-0.066943,-0.00074383,-0.13156,-0.27215,-0.41371,0.872,-0.36421,0.56586,0.061076,-0.36995,NaN,NaN
0.13387,-0.34483,0.26591,-0.39958,-0.035517,-0.25715,-0.082155,0.02385,-0.022878,0.4224,NaN,NaN
-0.2579,0.072416,-0.60064,-0.11878,-0.46149,0.0351,-0.010955,0.32612,0.58017,-0.29099,NaN,NaN
-0.27093,-0.094918,0.46653,0.36635,-0.29153,0.034859,-0.082047,-0.03753,-0.22533,-0.058747,NaN,NaN
0.29462,0.028678,0.042906,0.10439,0.51858,-0.83081,0.46056,-0.76695,-0.20644,0.087438,NaN,NaN
-1.6015,-1.85,-2.5701,-1.7475,-1.5441,-0.12603,-1.8477,0.37943,-1.6361,-0.094687,NaN,NaN
0.12202,0.064732,-0.10047,0.31434,-0.3072,0.27358,-0.11258,0.17414,0.27715,-0.25376,NaN,NaN
0.12017,-0.083065,-0.24019,0.059732,-0.14391,0.18957,-0.12955,-0.36511,0.15026,-0.40164,NaN,NaN
-0.036608,-0.23109,-0.43155,0.12849,0.30552,0.67566,0.27254,-0.11382,-0.31691,-0.46833,NaN,NaN
0.39628,0.31642,-0.28219,-1.0497,-0.22007,-0.0068673,0.0072891,-0.32434,0.38411,0.33448,NaN,NaN
0.21902,-0.18494,-0.76207,-0.011207,0.01946,0.26516,0.26038,0.16557,0.032003,-0.20975,NaN,NaN
0.31629,0.31536,-0.023693,0.50426,0.33746,-0.0311,0.12096,-0.033064,-0.12901,-0.08489,NaN,NaN
-0.10142,0.40284,0.47074,1.0963,-0.56526,-0.18733,-0.23193,-0.37849,-0.053065,-0.27619,NaN,NaN
0.0045882,-0.052422,-0.33142,0.31855,0.38698,0.60134,0.03226,0.10265,-0.0055874,0.10963,NaN,NaN
0.22596,-0.43105,-0.51407,-0.51442,0.24942,0.19322,-0.29472,-0.17193,0.10467,0.63432,NaN,NaN
0.35495,-0.2158,0.11239,-0.21085,-0.028965,-0.41959,-0.67594,-0.23838,-0.42931,-0.055355,NaN,NaN
0.14087,-0.11156,0.30731,-0.54893,-0.16752,0.010228,-0.33844,-0.22177,-0.23605,0.24959,NaN,NaN
0.51097,0.21047,0.50876,-0.11129,-0.12778,-0.86166,-0.23297,-0.14094,0.26159,0.42581,NaN,NaN
0.266,0.14606,0.26401,-0.29378,0.50777,-0.22152,0.1102,0.18677,0.070261,0.25587,NaN,NaN
-0.2784,-0.23511,0.043912,0.16777,0.34375,-0.16123,0.18816,-0.34033,0.046544,0.13942,NaN,NaN
-0.41759,-0.53535,0.093687,-0.30007,-0.64033,0.20382,-0.45184,0.27596,-0.2076,0.33103,NaN,NaN
0.22602,0.064056,0.093316,0.44786,-0.39795,0.074513,-0.33833,-0.053232,-0.23013,0.36504,NaN,NaN
-0.10303,-0.079433,-0.04547,0.0014355,-0.16922,0.60448,0.11274,0.037268,0.018501,0.28355,NaN,NaN
-0.29375,-0.47617,0.14278,0.032714,0.40391,-0.77368,0.4949,-0.44366,0.25844,-0.51199,NaN,NaN
0.095871,-0.082964,-0.13569,-0.68881,-0.28719,0.33412,-0.042132,-0.020799,0.12839,-0.10472,NaN,NaN
