-0.32478,-0.13443,-0.050835,-0.51102,-0.22115,-0.37053,-0.25756,-0.33848,0.24181,-0.29712,-0.2862,-0.53754,-0.24132,-0.025179,0.020612,0.39501,-0.18559,-0.20017,NaN,NaN,NaN
0.04753,-0.016333,0.24826,0.61752,0.13088,0.47777,-0.057132,0.42841,0.041663,0.094049,0.16777,0.070699,0.12063,0.07837,0.3291,0.11127,-0.41772,0.14302,NaN,NaN,NaN
-0.34595,0.091076,-0.19384,-0.35497,-0.25759,-0.27425,-0.6719,-0.10284,-0.073951,-0.096662,-0.43243,-0.01096,0.1919,-0.17637,-0.016189,-0.10647,-0.019296,0.052055,NaN,NaN,NaN
0.29231,-0.13512,0.083809,-0.2223,0.10678,-0.017299,-0.38082,-0.22054,0.059022,-0.344,0.37692,0.27205,-0.26692,-0.12285,-0.067513,0.016105,-0.065099,-0.00080884,NaN,NaN,NaN
-0.35491,0.27852,-0.14608,0.10457,-0.13298,-0.099496,-0.36421,0.051708,0.33377,-0.18483,-0.30766,-0.2349,0.061076,-0.13156,0.10189,-0.36995,-0.41371,0.017009,NaN,NaN,NaN
-0.49728,0.29178,0.034351,0.20751,0.067755,0.29513,-0.082155,0.2719,-0.17457,-0.12329,-0.36704,0.04459,-0.022878,0.26591,0.21253,0.4224,-0.035517,0.014899,NaN,NaN,NaN
0.48505,-0.21126,-0.12029,0.3346,0.30911,-0.01725,-0.010955,0.31281,0.9033,-0.11656,0.226,0.67045,0.58017,-0.60064,0.072707,-0.29099,-0.46149,-0.25524,NaN,NaN,NaN
0.21911,0.10574,0.019966,-0.021973,0.13367,-0.04628,-0.082047,0.20978,-0.33941,-0.099692,0.16617,-0.37964,-0.22533,0.46653,0.015433,-0.058747,-0.29153,-0.17907,NaN,NaN,NaN
0.4746,-0.07968,0.1873,0.25905,-0.072325,0.22434,0.46056,0.0084592,-0.55094,0.17265,0.11212,-0.063682,-0.20644,0.042906,-0.21204,0.087438,0.51858,-0.046713,NaN,NaN,NaN
-1.2195,-1.5067,-2.3613,-2.2308,-1.347,-1.752,-1.8477,-2.3119,0.0083173,-1.6386,-1.486,-2.0059,-1.6361,-2.5701,-0.80928,-0.094687,-1.5441,-2.0547,NaN,NaN,NaN
